uid,cards,notes,decks,presets
3559,54809,54771,1994,3
3519,4012,3696,58,1
3520,12102,6057,2,1
3521,9613,8540,194,1
3522,24120,10464,24,1
3523,60050,51086,249,1
3524,3855,3855,73,2
3525,74678,56740,722,1
3526,5378,2932,9,1
3527,17809,16040,314,1
3528,1092,1092,1,1
3529,8669,6110,10,1
3530,184461,145841,2231,2
3531,84523,70833,159,1
3532,33597,29594,38,1
3533,22851,20262,285,1
3535,248,244,5,1
3536,4950,4950,17,5
3537,17857,14336,263,3
3538,10652,9547,39,1
3539,34658,29847,748,1
3560,20133,17233,150,15
3561,1731,1731,26,2
3562,2321,2321,1,1
3563,2314,2314,10,1
3564,9411,9080,441,1
3565,6210,5932,46,1
3566,2064,2064,1,1
3567,16151,8115,12,1
3568,796,124,18,4
3569,44465,34199,896,1
3570,363,363,6,1
3571,1082,1082,13,2
3572,95,95,7,1
3573,174793,127676,66,2
3574,3420,3177,13,1
3575,3514,1757,3,1
3576,1074,1074,15,1
3577,4210,4210,54,1
3578,4242,4242,7,1
3579,30556,26916,102,1
3600,16109,8380,113,5
3601,1928,1928,23,1
3602,10216,7400,53,3
3603,12765,11440,5,2
3604,7146,7146,39,1
3605,37927,31499,35,1
3606,72857,59343,244,24
3607,39037,33449,162,6
3608,652,629,19,1
3609,1195,1195,2,1
3610,1035,1035,46,1
3611,43263,34712,57,1
3612,4467,4467,85,1
3614,6067,5981,229,1
3615,3458,3458,2,1
3616,12011,8888,67,1
3617,702,520,9,1
3618,3698,3478,130,6
3619,38725,31562,5,2
3621,972,972,31,1
3580,41879,34056,125,2
3581,514,514,4,1
3582,57304,45911,365,2
3583,8254,6806,28,2
3584,3674,3674,1,1
3585,34506,27296,99,1
3586,184202,181202,9,1
3587,7704,6956,200,1
3588,5863,4619,329,1
3589,2833,2820,415,1
3590,38681,23826,27,24
3591,3233,3233,3,2
3592,250554,211599,4906,2
3593,555,555,1,1
3594,21,21,2,1
3595,2344,1655,19,1
3596,45640,23868,34,1
3597,1713,1702,5,1
3598,3808,2368,61,1
3599,5470,2735,38,1
3622,825,825,1,1
3623,71426,54327,302,2
3624,10916,10916,9,1
3625,8464,4453,9,1
3626,19105,18447,188,3
3627,8538,5313,22,3
3628,43353,34777,77,2
3629,30339,30162,697,1
3630,3452,2875,21,1
3631,7958,7670,105,1
3632,11174,8217,7,3
3633,5737,4403,194,1
3634,56700,50986,677,1
3635,66986,40072,125,7
3636,1708,1702,22,1
3637,1151,1009,11,1
3638,3668,3668,4,2
3639,65146,54116,931,15
3640,26856,26451,658,1
3641,37827,31148,29,2
3662,41982,35339,114,2
3663,12576,12070,246,1
3664,1222,1222,11,1
3665,508,508,5,1
3666,2856,2854,9,1
3667,1055,1055,9,1
3668,9691,9460,161,1
3669,28951,23018,259,1
3670,35361,28817,2,1
3671,547,547,45,1
3672,2106,1078,2,1
3673,72930,54779,404,1
3674,20960,14818,1057,1
3675,3469,3195,8,1
3676,1351,1351,2,1
3677,4836,4047,202,2
3678,73895,73895,237,2
3679,4993,4993,2,1
3680,5734,5734,742,1
3681,1983,1983,112,1
3642,144,144,1,1
3643,5201,4545,15,1
3644,22287,11152,12,4
3645,20579,13931,705,2
3646,60480,54267,449,1
3647,2760,1305,4,2
3648,3562,2960,13,1
3649,20441,20339,1200,2
3650,91993,74668,1266,1
3651,60199,49034,104,3
3652,2541,2541,89,1
3653,9370,9370,10,1
3654,68508,61837,361,1
3655,17157,8580,7,1
3656,93651,73591,808,2
3657,56656,47715,149,1
3658,15232,7622,50,1
3659,3984,1457,7,1
3660,2972,2972,1,1
3661,15690,6796,221,1
3682,12857,6889,281,1
3683,3266,3260,29,1
3684,2804,2804,54,1
3685,333,242,17,5
3686,12907,6987,201,1
3687,438,433,25,1
3688,56521,44398,265,3
3689,85,85,4,1
3690,5261,5230,180,1
3691,47293,37899,96,2
3692,25134,13942,12,3
3693,5419,5419,8,2
3694,2143,2143,42,1
3695,30570,22024,446,1
3696,37876,24374,35,3
3697,44674,35522,101,2
3698,47296,41128,1132,1
3699,202059,157548,1151,5
3700,1133,907,26,1
3701,11437,9682,76,1
3702,35139,28693,2,2
3703,35723,29157,44,2
3704,52728,43819,72,1
3705,3194,3194,120,1
3706,21234,18526,91,10
3707,2687,2687,21,1
3708,99651,78000,3143,1
3709,18145,17631,68,1
3710,13036,5053,16,2
3711,5201,5101,2,1
3712,25695,23234,26,9
3713,1075,1023,7,4
3714,6341,6027,69,1
3715,1,1,1,1
3716,42270,34663,99,2
3717,4814,4777,16,2
3718,914,895,12,1
3719,35708,30312,614,3
3720,11095,10014,52,2
3721,497,497,1,1
3722,15113,13401,101,1
3723,1668,1668,2,1
3724,5850,5345,49,1
3725,7047,7047,18,2
3726,3305,1675,10,1
3727,21976,17938,249,1
3728,1439,1358,10,1
3729,1913,1912,6,1
3730,15367,9038,81,1
3731,28815,24891,319,1
3732,23761,13568,10,5
3733,6727,3132,288,1
3734,3879,3579,135,1
3735,40663,23822,16,9
3736,19968,9741,5,2
3737,107332,84844,1061,1
3738,42716,35026,61,2
3739,52217,40296,237,3
3740,5043,4241,18,1
3741,11545,11057,391,1
3762,21397,21397,606,5
3763,7931,3343,69,25
3764,2723,1362,4,1
3765,2134,1960,17,2
3766,600,595,2,1
3767,938,938,4,1
3768,22076,21528,150,1
3769,10985,10058,137,1
3770,21341,17646,66,22
3771,26715,21766,353,1
3772,15684,9138,295,1
3773,6219,6219,11,4
3774,10590,10328,13,1
3775,2737,2632,63,2
3776,17433,9033,19,1
3777,14861,13348,77,1
3778,49877,41328,124,3
3779,10179,5179,6,1
3780,2343,1777,50,1
3781,12922,8446,15,4
3782,1695,848,3,1
3783,3597,3597,5,3
3784,5156,5146,12,5
3785,1826,1826,2,2
3786,16500,11589,16,1
3787,19065,16948,195,1
3788,66896,50322,292,1
3789,61430,46270,206,1
3790,465,104,5,1
3791,2031,2031,41,1
3792,6230,6230,16,2
3793,20421,18024,332,4
3794,80,80,1,1
3795,1706,1706,7,1
3796,2117,2117,31,1
3797,1633,1633,13,1
3798,7370,3559,38,1
3799,971,971,5,1
3800,40463,40463,1298,1
3801,33902,26450,172,4
3742,25871,21949,10,3
3743,1,1,1,1
3744,53807,44668,796,7
3745,1228,1228,32,1
3746,42984,22431,13,1
3747,2272,2272,4,1
3748,3617,1730,29,4
3749,56054,43622,202,1
3750,48589,30939,14,2
3751,111455,101052,2690,1
3752,33693,31404,373,2
3753,14101,13114,182,1
3754,12356,6309,5,1
3755,1295,1249,18,1
3756,10613,6717,135,1
3757,68948,59400,370,7
3758,1233,1233,1,1
3759,37755,33710,329,1
3760,7580,7550,212,1
3761,12466,12215,27,1
3802,52869,43693,259,1
3803,12651,12118,8,5
3804,81,81,2,1
3805,91080,71515,848,3
3806,6,6,2,1
3807,20987,17639,203,1
3808,18480,18480,8,4
3809,3429,3225,18,5
3810,551,534,38,1
3811,28543,15796,96,1
3812,4296,3634,30,3
3813,9824,5498,191,1
3814,86039,68791,185,1
3815,257,257,1,1
3816,48072,42770,271,1
3817,3464,2613,4,4
3818,90140,90114,333,2
3819,361,359,5,1
3820,2479,1265,3,1
3821,2554,2554,34,1
3822,21856,13271,47,1
3823,1223,1223,10,1
3824,868,868,34,1
3825,7552,3552,335,2
3826,1473,1393,25,1
3827,25361,22541,133,1
3828,2000,2000,1,1
3829,54714,44240,87,1
3830,31402,28594,410,1
3831,3257,1883,13,1
3832,44779,35090,279,1
3833,2068,2068,1,1
3834,26582,23294,551,1
3835,47115,37127,69,4
3836,4883,3624,232,3
3837,67836,51961,604,1
3838,43489,34874,63,1
3839,7532,6554,179,2
3840,1801,1797,34,1
3841,8496,6535,25,8
3842,6664,6664,7,1
3843,39163,19651,6,1
3844,1796,1796,82,1
3845,7527,7521,3,2
3846,457,457,9,1
3847,24248,21948,38,1
3848,1760,1486,13,4
3849,99320,84211,409,3
3850,1418,709,2,2
3851,5325,5291,263,1
3852,55,55,4,1
3853,20664,20645,773,1
3854,22854,22600,289,1
3855,79327,58188,469,1
3856,1155,645,35,1
3857,2927,1464,12,1
3858,3842,1921,13,1
3859,2105,2105,18,1
3860,1691,1691,6,3
3861,16005,16005,4,1
3862,1655,1639,5,2
3863,1179,970,6,1
3864,639,639,21,1
3865,574,574,16,1
3866,872,872,1,1
3867,41820,34956,35,1
3868,43382,34819,74,1
3869,70773,53160,439,1
3870,37089,30659,561,1
3871,41083,31807,199,1
3872,1378,1349,39,1
3873,22295,12287,7,1
3874,511,511,2,1
3875,1246,1246,179,1
3876,4478,4473,8,1
3877,5568,5568,123,1
3878,18674,11525,80,1
3879,12911,9739,188,2
3880,2356,2347,160,1
3881,50265,39535,102,1
3882,958,958,7,1
3883,2636,2517,159,1
3884,10426,10426,182,1
3885,19839,18317,502,2
3886,1096,668,5,1
3887,7211,3472,329,1
3888,32086,27794,151,2
3889,35541,28942,1,1
3890,12571,9239,14,1
3891,50848,42251,335,1
3892,20953,11954,23,2
3893,5754,5754,201,1
3894,2658,2037,36,1
3895,3111,1898,41,1
3896,7192,3667,60,1
3897,31880,28759,136,5
3898,48876,36888,101,1
3899,95821,79033,465,4
3900,13912,9454,101,1
3901,12778,10743,725,1
3942,1100,1100,4,1
3943,2275,1642,18,1
3944,461,461,2,2
3945,3365,3183,77,1
3946,17879,17879,18,1
3947,22381,13811,14,1
3948,1528,1528,6,1
3949,4623,4623,78,1
3950,11760,11551,288,1
3951,7801,7421,81,3
3952,19045,10100,5,1
3953,11401,11401,33,2
3954,16428,7732,355,1
3955,1124,1124,3,2
3956,98228,73732,960,5
3957,1474,1474,1,1
3958,1097,1097,2,2
3959,2180,2180,8,1
3960,2229,2011,16,1
3961,1351,1351,12,1
3902,2782,2782,190,1
3903,20162,15237,354,1
3904,1875,1875,22,2
3905,1989,1963,15,1
3906,8271,8151,909,1
3907,108863,55011,13,3
3908,2093,2093,80,1
3909,75617,60432,497,3
3910,5851,5051,247,1
3911,2134,2104,33,1
3912,1279,1202,16,1
3913,54078,42388,491,2
3914,44274,35379,66,1
3915,38058,37008,399,1
3916,9425,6980,91,3
3917,726,726,6,1
3918,3400,3400,4,1
3919,8883,7683,2,2
3920,64187,50863,145,3
3921,2536,1268,3,1
3922,6057,5150,50,1
3923,74042,68309,377,1
3924,31388,25375,55,1
3925,385,385,2,1
3926,342,342,9,1
3927,74850,61599,1146,1
3928,10927,7921,100,1
3929,36828,30355,89,2
3930,20445,15995,387,1
3931,280,232,7,1
3932,8647,7372,173,1
3933,810,810,2,2
3934,18541,9780,13,2
3935,5895,5860,48,3
3936,71255,65635,1026,6
3937,24583,13460,185,1
3938,41575,33134,380,1
3939,59435,46375,168,2
3940,19616,18622,298,3
3941,4372,4372,9,3
3962,7470,7469,27,1
3963,5755,5755,3,3
3964,11001,10768,219,1
3965,16986,15960,68,1
3966,12161,7750,176,1
3967,2027,2027,6,4
3968,78687,62370,593,1
3969,24184,21802,572,1
3970,46797,38463,55,2
3971,85,85,3,1
3972,8575,8575,80,5
3973,5892,5892,1,1
3974,3179,2509,5,1
3975,12373,10373,18,6
3976,8999,8999,22,1
3977,2336,2336,13,1
3978,2357,1406,1,1
3979,2141,2141,36,1
3980,16085,14759,717,2
3981,97985,84190,336,2
3982,23199,22409,647,1
3983,10882,9634,366,1
3984,30819,30394,323,1
3985,7446,6812,169,1
3986,1249,1249,42,1
3987,58019,47768,270,1
3988,18195,15533,170,1
3989,30768,19742,50,3
3990,503,156,2,1
3991,1316,1313,11,2
3992,39515,21528,13,3
3993,12536,11920,88,1
3994,109,109,1,1
3995,21638,18043,802,1
3996,58684,49825,708,2
3997,85736,73584,92,3
3998,36421,29738,49,2
3999,1940,1940,2,1
4000,5908,5903,46,1
4001,3948,2888,58,1
4022,2272,2272,39,3
4023,4747,2377,26,2
4024,13139,12365,14,3
4025,40019,34638,74,7
4026,61584,45838,2690,3
4027,9676,9555,131,2
4028,57,57,1,1
4029,3248,362,5,1
4030,5817,5635,114,1
4031,1466,982,23,2
4032,27872,27222,629,1
4033,2674,2674,8,1
4034,17983,13453,28,1
4035,31033,23953,59,10
4036,3082,3082,35,1
4037,455,284,11,1
4038,7665,6114,17,1
4039,536,536,2,1
4040,1684,1683,21,1
4041,883,883,2,1
4002,99,99,3,1
4003,378,378,3,1
4004,10227,5205,13,10
4005,56375,28973,139,28
4006,12859,4828,30,1
4007,378,378,1,1
4008,1872,1364,50,1
4009,7345,6990,5,2
4010,1424,1424,9,1
4011,41425,39851,15,4
4012,1235,1235,7,1
4013,5820,5789,1526,1
4014,37938,28614,257,1
4015,10770,4969,24,1
4016,13350,8694,5,3
4017,1570,1570,54,1
4018,89352,73940,200,5
4019,8843,8843,15,1
4020,23087,23087,201,1
4021,5814,3738,5,4
4042,8389,8197,48,1
4043,3678,3490,16,1
4044,12671,12671,119,1
4045,1181,873,10,3
4046,26602,12235,6,1
4047,53025,42663,66,1
4048,15881,10222,233,1
4049,1459,1459,6,1
4050,13400,9991,24,1
4051,31446,28492,167,2
4052,30966,24704,452,1
4053,10442,10418,480,1
4054,19617,18270,181,1
4055,83606,71097,342,3
4056,6475,5982,96,3
4057,5356,3817,22,5
4058,233,233,2,1
4059,3650,2575,36,1
4060,2299,2299,4,2
4061,93910,71607,1008,1
4062,983,983,3,1
4063,3542,2992,15,1
4064,20371,20371,9,5
4065,2163,2163,34,1
4066,26873,15886,18,1
4067,12778,11103,4,1
4068,5365,4800,80,1
4069,67865,57427,287,1
4070,12894,5533,99,2
4071,125868,107169,1435,2
4072,24333,22008,31,1
4073,23380,23145,104,2
4074,75109,39195,212,4
4075,3698,3691,328,1
4076,2299,1189,30,1
4077,14904,14904,29,1
4078,11266,11151,560,2
4079,9925,5153,5,1
4080,1808,1808,69,1
4081,18132,17950,435,1
4082,3241,3111,110,1
4083,6351,4254,10,1
4084,3872,3199,48,1
4085,36295,25705,13,1
4086,2209,2208,80,1
4087,19566,9892,9,3
4088,6547,6045,18,3
4089,23501,12730,226,1
4090,21276,21276,52,1
4091,44710,36146,65,1
4092,21191,17052,81,2
4093,23827,14073,47,3
4094,11591,9182,73,7
4095,34684,24119,45,3
4096,4303,4303,166,9
4097,1288,593,7,1
4098,2318,1283,3,2
4099,20889,20847,33,1
4100,3204,3198,252,1
4101,12655,11846,117,1
4102,1322,1322,13,1
4103,20549,20549,10,2
4104,13794,13517,188,2
4105,7,7,1,1
4106,13263,6359,5,3
4107,7707,5665,9,5
4108,34327,32030,23,4
4109,60209,46474,264,2
4110,4144,3424,6,3
4111,16883,13758,235,1
4112,50270,39757,126,5
4113,12055,11489,294,1
4114,9760,8360,8,1
4115,7384,6395,9,1
4116,41338,22017,25,2
4117,724,724,10,1
4118,18292,17155,216,1
4119,15085,15022,731,1
4120,198,186,19,1
4121,61504,56723,1262,2
4122,2098,2098,16,1
4123,32312,16584,14,11
4124,42711,34880,72,1
4125,66218,51760,978,30
4126,8555,4528,9,2
4127,3801,3797,47,1
4128,1319,731,13,1
4129,3479,3479,4,3
4130,8108,8108,9,6
4131,2622,1231,3,1
4132,14882,14773,24,2
4133,1658,1658,36,1
4134,49988,49538,945,2
4135,18304,16944,825,1
4136,63578,52488,353,3
4137,1301,1301,1,1
4138,12312,8331,11,3
4139,8398,8393,234,1
4140,3264,3264,4,1
4141,50946,41294,159,1
4162,14364,14364,7,1
4163,91408,54106,90,5
4164,241,239,9,1
4165,26670,17430,335,1
4166,4035,4035,183,1
4167,3099,3099,4,1
4168,2796,2444,42,1
4169,47950,25160,13,1
4171,620,311,2,2
4172,13188,9632,126,3
4173,38944,23433,19,5
4174,7627,7627,105,1
4175,2096,1997,81,1
4176,8971,7212,2,1
4177,68426,57873,184,1
4178,42479,32424,267,1
4179,2010,2010,7,4
4180,36753,30020,32,1
4181,8660,8660,20,1
4182,5719,5719,1,1
4142,59659,47489,235,2
4143,14367,11752,330,1
4144,202,202,23,1
4145,15122,13293,293,1
4146,287,287,18,1
4147,1143,578,3,1
4148,15905,11288,3,2
4149,48548,38563,22,1
4150,83262,54659,15,1
4151,69828,57013,63,1
4152,53508,45157,614,3
4153,2931,2922,10,1
4154,21674,14204,209,1
4155,10614,9372,395,1
4156,6008,6008,1,1
4157,2502,2502,4,2
4158,4959,4959,231,2
4159,44690,30366,88,1
4160,50193,40373,79,2
4161,97130,59996,200,6
4183,28137,25095,314,1
4184,61934,45728,1053,1
4185,21249,20096,26,1
4186,19881,19701,18,1
4187,31003,31003,363,35
4189,1258,1258,1,1
4190,3790,3772,242,1
4191,17149,16570,129,1
4192,21000,20326,51,1
4193,26053,24834,57,2
4194,13707,12917,14,5
4195,3134,2444,9,1
4196,36791,29381,58,1
4197,4460,4460,23,1
4198,65864,63989,2058,7
4199,18041,10024,2,1
4200,5731,4888,105,2
4201,197,197,2,1
4202,2575,2565,14,1
4203,1754,1754,63,1
4204,5867,5863,4,1
4205,5883,5881,26,1
4206,1297,1297,59,1
4207,1576,1576,4,1
4208,2068,1838,26,1
4209,10240,10240,127,1
4210,24696,18455,203,1
4211,1777,1774,30,1
4212,384,384,3,1
4213,40,33,4,2
4214,22747,22747,9,4
4215,27538,27538,23,3
4216,4636,4511,83,1
4217,26803,24843,54,1
4218,439,439,1,1
4219,13069,13069,9,1
4220,7507,7507,40,1
4221,27805,27286,241,1
4222,10333,10333,44,9
4223,32480,20708,150,1
4224,80055,50218,24,7
4225,44689,36040,612,2
4226,4601,4089,6,2
4227,3422,2533,20,2
4228,15557,11248,2,2
4229,1084,1084,81,2
4230,24004,23739,158,1
4231,23518,23518,4,3
4232,52669,44120,62,1
4233,2740,2740,7,1
4234,15247,12654,10,2
4235,10355,5295,8,4
4236,18931,18931,909,1
4237,76996,61291,815,1
4238,7758,7758,10,3
4239,21775,20355,496,1
4240,6577,3568,8,4
4241,44,44,3,1
4242,27540,25201,132,1
4243,525,483,2,1
4244,39930,33934,69,1
4245,33252,28756,167,1
4246,8927,8511,232,2
4247,748,703,71,1
4248,43859,35140,58,2
4249,12178,8628,17,1
4250,13557,12078,120,2
4251,28283,25939,290,1
4252,158591,85029,60,8
4253,11855,8052,17,2
4254,18422,18422,104,1
4255,5519,5049,25,1
4256,35126,28693,18,2
4258,7315,7315,168,1
4259,3418,3418,212,1
4260,6411,6411,20,1
4261,4939,4440,53,1
4262,12661,11008,478,1
4263,1851,1851,2,2
4264,11026,10363,101,1
4265,19708,19697,209,1
4266,23198,14858,227,2
4267,3450,3450,27,3
4268,55029,47042,134,2
4269,45798,40484,31,1
4270,4481,1525,3,1
4271,1171,1171,56,1
4272,2121,2089,10,1
4273,1219,1178,50,1
4274,3188,1602,2,1
4275,6955,6764,3,3
4276,1716,1716,9,1
4277,9493,3869,11,1
4278,14997,14989,658,1
4279,36593,29894,109,1
4280,18236,15560,260,1
4281,3014,3013,23,1
4282,75334,59408,241,7
4283,1122,1122,9,1
4284,25106,22624,5,1
4306,2247,2247,24,1
4307,3758,3708,140,1
4308,1795,1795,9,1
4309,1550,1338,28,1
4310,21631,16822,399,1
4311,27510,25889,541,2
4312,32583,24319,132,1
4313,3970,3835,8,4
4314,6865,6041,222,1
4315,13146,6637,5,1
4316,2734,2062,3,1
4317,11643,8687,326,1
4318,9396,9170,337,1
4319,723,715,13,1
4320,1301,1301,2,1
4321,17961,17765,340,2
4322,3020,3020,1,1
4323,2944,2906,142,1
4324,7779,7768,57,1
4325,4218,4181,47,1
4285,13254,12766,189,1
4286,8440,8440,3,2
4287,1459,627,2,1
4288,64082,45904,65,2
4289,1343,705,35,1
4290,11483,7958,14,3
4292,1347,1286,86,1
4293,7463,6538,268,1
4294,31487,25487,521,1
4295,934,934,28,1
4296,99979,82446,927,2
4297,612,477,39,1
4298,50596,41123,326,2
4299,8286,4552,36,1
4300,12695,11600,65,1
4301,9271,9105,24,2
4302,33881,28894,39,1
4303,2713,2707,3,1
4304,55502,46475,66,4
4305,443,403,41,1
4346,56349,47725,80,1
4347,7600,4223,15,1
4348,22243,18012,40,1
4349,6220,6220,3,3
4350,8755,8755,15,2
4351,9028,8433,106,3
4352,68452,68452,1201,4
4353,860,860,11,9
4354,2176,1756,45,2
4355,44912,41843,75,3
4356,3909,3909,92,1
4357,8604,8579,154,1
4358,825,825,6,1
4359,2490,2490,2,2
4360,3736,3196,6,3
4361,5371,4657,42,1
4362,7204,5506,10,2
4363,33478,33478,15,1
4364,3637,3624,5,1
4365,2761,2346,7,3
4326,24217,14215,33,2
4327,3584,815,19,1
4328,2733,2733,2,1
4329,37413,28899,209,1
4330,61585,59705,1546,1
4331,33768,33357,586,1
4332,2569,2569,1,1
4333,1011,566,6,1
4334,12112,8058,14,1
4335,655,648,9,1
4336,27996,19392,12,1
4337,53810,44578,486,1
4338,1307,1307,6,1
4339,1721,1263,18,2
4340,87111,70642,930,1
4341,14017,11918,61,1
4342,10177,10177,6,2
4343,6312,3156,5,1
4344,24562,20435,21,1
4345,42779,35096,68,1
4406,5388,5388,33,2
4407,2170,2170,39,1
4408,2485,2485,280,1
4409,3620,2730,68,1
4410,1074,995,17,1
4411,54,54,2,1
4412,532,525,2,2
4413,14752,13584,5,4
4414,10294,10294,3,2
4415,9814,9814,9,3
4416,2978,2978,6,3
4417,7021,7021,166,1
4418,669,669,95,1
4419,181,181,5,2
4420,2859,2859,15,1
4421,48736,39097,271,2
4422,44686,38601,45,1
4423,3511,3184,10,1
4424,23002,7980,11,1
4425,19,19,2,1
4386,4855,4829,420,1
4387,16049,11057,198,3
4388,3465,2647,138,1
4389,11047,7757,127,1
4390,46883,27419,269,1
4391,21581,10674,4,3
4392,1969,1969,4,1
4393,13362,13362,44,1
4394,2112,2112,9,1
4395,5658,5234,62,1
4396,488,488,18,1
4397,18850,9425,1,1
4398,7170,6171,26,2
4399,860,860,9,1
4400,11872,11872,103,1
4401,92527,72831,449,3
4402,4473,2256,4,2
4403,36696,34044,579,1
4404,15270,15255,140,1
4405,65498,49762,125,3
4366,61794,52227,308,1
4367,7881,7382,95,3
4368,11135,11135,119,1
4369,23511,18795,29,2
4370,1160,1160,57,1
4371,8438,8438,27,1
4372,6070,5437,204,1
4373,24165,21240,502,1
4374,3561,3520,38,1
4375,29230,24567,846,1
4376,126336,96731,1140,5
4377,146411,130776,36,2
4378,1155,520,4,2
4379,89589,68561,81,13
4380,10173,7312,6,1
4381,2557,356,2,1
4382,2703,2703,2,1
4383,26542,11216,21,2
4384,71857,58364,129,1
4385,4919,3090,88,1
4446,544,544,4,1
4447,20556,20556,114,1
4448,69095,38710,22,5
4449,12359,12359,424,2
4450,2449,1317,16,1
4451,21726,21566,35,2
4452,2571,1174,4,3
4453,1782,1394,5,2
4454,3235,2817,30,1
4455,778,778,10,1
4456,865,850,17,1
4457,8823,8736,129,1
4458,4031,4031,2,2
4459,20933,18884,778,1
4460,2938,2935,8,1
4461,12411,12357,392,2
4462,77,77,2,1
4463,2038,2038,48,1
4464,274,274,22,1
4465,9491,4771,142,1
4426,2906,2906,52,1
4427,8466,8466,9,1
4428,7815,5777,13,1
4429,1382,747,10,2
4430,1115,1115,61,1
4431,3475,3475,3,1
4432,41205,32298,141,1
4433,6747,6747,2,1
4434,48012,38002,246,1
4435,115675,92010,1489,1
4436,4145,2517,12,1
4437,21273,18470,23,2
4438,95762,81339,100,2
4439,713,391,15,1
4440,23501,19985,133,2
4441,115452,96825,1815,1
4442,2321,2278,83,1
4443,40059,38153,129,1
4444,13519,12116,113,1
4445,80700,79027,33,3
4466,1847,1847,7,1
4467,2839,2839,34,1
4468,38393,31877,20,1
4469,4291,4256,37,1
4470,13839,8836,3,1
4471,8710,8710,5,1
4472,4287,1719,22,1
4473,41623,32990,62,1
4474,783,783,15,1
4475,81206,57113,34,4
4476,5237,5169,7,1
4477,8699,8551,265,1
4478,70648,59339,271,3
4479,73714,62927,829,1
4480,998,998,2,2
4481,2651,2555,65,1
4482,3053,2657,10,2
4483,20048,20048,36,1
4484,1922,1316,3,1
4485,11994,11994,125,5
4486,40771,32003,77,1
4487,12229,6194,11,1
4488,5398,5398,83,1
4489,31635,17014,16,3
4490,4070,4070,29,1
4491,47281,39836,59,1
4492,11774,10465,73,1
4493,55020,52867,873,1
4494,16727,10888,16,3
4495,13446,10490,17,1
4496,48173,39508,41,2
4497,5531,5322,46,9
4499,461,268,12,1
4500,6035,6034,1,1
4501,7687,7687,137,1
4502,6446,6446,8,2
4503,14002,11370,12,1
4504,120066,99734,1424,2
4505,23035,17185,346,1
4506,2803,2293,8,1
4507,9000,6936,8,1
4508,5650,5606,28,1
4509,34823,34626,898,1
4510,10208,10193,265,2
4511,98346,79241,174,11
4512,4576,4576,9,3
4513,58948,44451,240,3
4514,3331,3311,168,1
4515,2929,2022,18,2
4516,3074,3074,5,1
4517,32672,32672,36,1
4518,155,151,7,1
4519,2395,1198,36,1
4520,1671,843,8,2
4521,2290,2281,145,1
4522,3058,2310,14,1
4523,2314,2243,33,1
4524,37023,25561,12,3
4525,92135,86146,1139,1
4526,16319,16319,3,1
4547,88376,70092,371,1
4548,14915,12382,318,2
4549,7199,7175,9,3
4550,9599,3579,9,4
4551,107991,79240,327,1
4552,11997,5999,1,1
4553,17009,16054,18,1
4554,9937,9705,57,1
4555,988,984,20,1
4556,38382,31957,63,2
4557,7769,7705,119,1
4558,5104,5104,1290,1
4559,6427,6427,11,1
4560,11186,11186,32,1
4561,1530,637,8,1
4562,74437,57494,501,1
4563,1205,755,6,4
4564,540,540,12,1
4565,45663,37039,117,4
4566,3627,3627,9,2
4527,11226,5614,2,1
4528,7470,5735,104,1
4529,1453,1453,1,1
4530,3269,3252,2,1
4531,5895,5283,90,1
4532,74693,71783,1894,2
4533,2964,2909,95,1
4534,4647,4647,28,1
4535,12030,8343,146,1
4536,69606,50105,53,4
4537,79012,61998,1102,1
4538,5352,5351,425,1
4539,4968,3972,8,4
4540,10429,9295,36,3
4541,64933,55430,377,5
4542,16016,12488,170,1
4543,57388,46651,120,1
4544,51272,42014,350,2
4545,1417,1076,10,1
4546,1294,1191,37,1
4567,93647,77451,796,1
4568,5416,2454,1,1
4569,37913,33458,395,1
4570,3926,1963,2,2
4571,15477,15405,1006,1
4572,4530,4435,16,1
4573,6348,6348,20,1
4574,18457,15582,527,2
4575,3032,3032,2,1
4576,3251,3218,13,2
4577,46088,36287,61,1
4578,13877,13872,333,1
4579,25518,25518,27,1
4580,2103,2103,84,1
4581,26093,25393,164,1
4582,1596,1596,209,1
4583,791,791,1,1
4584,49793,40964,66,1
4585,75229,66743,815,6
4586,5743,5726,248,1
4587,10556,8177,139,1
4588,51679,39459,298,3
4589,25073,24996,18,5
4590,26792,19979,269,1
4591,49524,38902,273,1
4592,2442,2205,38,1
4593,22615,12202,278,3
4594,41894,32517,301,3
4595,1392,744,6,2
4596,26660,21448,177,1
4597,20856,19854,118,2
4598,29333,21903,29,1
4599,494,494,6,1
4600,21837,21638,2,2
4601,79012,67300,361,2
4602,2893,2315,15,3
4603,672,672,1,1
4604,32684,29940,117,1
4605,8584,7338,166,1
4606,3476,3441,12,1
4627,35229,33225,413,7
4628,2348,2195,9,1
4629,2143,1734,19,1
4630,6072,5445,22,2
4631,147963,112515,1262,1
4632,2885,1724,12,2
4633,5325,4319,16,1
4634,2551,2551,9,1
4635,2932,1254,10,1
4636,52290,47263,148,6
4637,1261,1261,1,1
4638,3788,3788,24,1
